facet_id,raw_value,normalized_value,leading_id_prefix,normalization_transforms,is_malformed,malformed_reason,facet_type,conversation_observable,sensitivity,requires_explicit_disclosure,abstention_reason,is_duplicate_normalized,duplicate_of_facet_id,scoring_scale,scoring_anchors_json
F0054,Inattentiveness,Inattentiveness,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Inattentiveness' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Inattentiveness'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Inattentiveness'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Inattentiveness'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Inattentiveness'.""}"
F0055,Unassertiveness,Unassertiveness,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Unassertiveness' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Unassertiveness'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Unassertiveness'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Unassertiveness'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Unassertiveness'.""}"
F0056,Decision-making decisiveness,Decision-making decisiveness,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Decision-making decisiveness' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Decision-making decisiveness'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Decision-making decisiveness'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Decision-making decisiveness'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Decision-making decisiveness'.""}"
F0057,Sense-of-coherence score,Sense-of-coherence score,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Sense-of-coherence score' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Sense-of-coherence score'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Sense-of-coherence score'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Sense-of-coherence score'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Sense-of-coherence score'.""}"
F0058,Justice-mindedness,Justice-mindedness,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Justice-mindedness' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Justice-mindedness'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Justice-mindedness'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Justice-mindedness'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Justice-mindedness'.""}"
F0059,Subscription count,Subscription count,,,False,,behavioral_frequency_count,True,low,True,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Subscription count' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Subscription count'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Subscription count'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Subscription count'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Subscription count'.""}"
F0060,Depression Symptoms,Depression Symptoms,,,False,,clinical_psychological_scale,False,high,False,requires_validated_clinical_instrument_or_diagnosis,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Depression Symptoms' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Depression Symptoms'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Depression Symptoms'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Depression Symptoms'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Depression Symptoms'.""}"
F0061,Spatial perception,Spatial perception,,,False,,cognitive_psychometric,False,medium,False,requires_formal_psychometric_testing,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Spatial perception' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Spatial perception'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Spatial perception'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Spatial perception'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Spatial perception'.""}"
F0062,Brevity,Brevity,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Brevity' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Brevity'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Brevity'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Brevity'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Brevity'.""}"
F0063,Orderliness,Orderliness,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Orderliness' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Orderliness'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Orderliness'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Orderliness'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Orderliness'.""}"
F0064,Multiculturalism,Multiculturalism,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Multiculturalism' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Multiculturalism'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Multiculturalism'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Multiculturalism'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Multiculturalism'.""}"
F0065,Creative risk-taking tendency,Creative risk-taking tendency,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Creative risk-taking tendency' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Creative risk-taking tendency'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Creative risk-taking tendency'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Creative risk-taking tendency'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Creative risk-taking tendency'.""}"
F0066,Inefficiency,Inefficiency,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Inefficiency' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Inefficiency'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Inefficiency'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Inefficiency'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Inefficiency'.""}"
F0067,Network basics,Network basics,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Network basics' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Network basics'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Network basics'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Network basics'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Network basics'.""}"
F0068,Alphabetical filing skills,Alphabetical filing skills,,,False,,cognitive_psychometric,False,medium,False,requires_formal_psychometric_testing,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Alphabetical filing skills' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Alphabetical filing skills'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Alphabetical filing skills'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Alphabetical filing skills'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Alphabetical filing skills'.""}"
F0069,Work Styles,Work Styles,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Work Styles' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Work Styles'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Work Styles'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Work Styles'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Work Styles'.""}"
F0070,Character strength: Perseverance,Character strength: Perseverance,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Character strength: Perseverance' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Character strength: Perseverance'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Character strength: Perseverance'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Character strength: Perseverance'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Character strength: Perseverance'.""}"
F0071,Competition,Competition,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Competition' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Competition'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Competition'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Competition'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Competition'.""}"
F0072,Logical Sequence Identification,Logical Sequence Identification,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Logical Sequence Identification' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Logical Sequence Identification'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Logical Sequence Identification'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Logical Sequence Identification'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Logical Sequence Identification'.""}"
F0073,Sustainable-transport usage,Sustainable-transport usage,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Sustainable-transport usage' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Sustainable-transport usage'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Sustainable-transport usage'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Sustainable-transport usage'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Sustainable-transport usage'.""}"
